command,text_orig,key,is_skippable,fit_mode,time,fadetime,block,a,r,g,b,image,screenadapt,intro,volume,name,name2,focus,effect,keep,amount,options,values,references,option_number,index,text,jp_text,jp_name,text_match
name,整合运动的......守卫部队。先避开他们，寻找其他可以通过的道路......,,,,,,,,,,,,,,,阿米娅,,,,,,,,,0,165,整合运动的......守卫部队。先避开他们，寻找其他可以通过的道路......,インテグレーションムーブメントの……警備部隊です。まず彼らを避けて、他に通れる道を探しましょう……,アーミヤ,True
name,事不宜迟。,,,,,,,,,,,,,,,阿米娅,,,,,,,,,0,166,事不宜迟。,急ぎましょう。,アーミヤ,True
character,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,0,167,,,,False
name,——阿米娅。,,,,,,,,,,,,,,,凯尔希,,,,,,,,,0,168,——阿米娅。,――アーミヤ。,ケルシー,True
character,,,,,,,,,,,,,,,,char_003_kalts_1,char_002_amiya_1,2,,,,,,,0,169,,,,False
name,医生？,,,,,,,,,,,,,,,阿米娅,,,,,,,,,0,170,医生？,ドクター？,アーミヤ,True
character,,,,,,,,,,,,,,,,char_003_kalts_1,char_002_amiya_1,1,,,,,,,0,171,,,,False
name,慎重。你没有感受到吗？,,,,,,,,,,,,,,,凯尔希,,,,,,,,,0,172,慎重。你没有感受到吗？,慎重になれ。お前は何も感じなかったのか？,ケルシー,True
character,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,0,173,,,,False
name,诸位干员......戴上防护装置。,,,,,,,,,,,,,,,凯尔希,,,,,,,,,0,174,诸位干员......戴上防护装置。,各オペレーター……防護装置を装着しろ。,ケルシー,True
character,,,,,,,,,,,,,,,,char_002_amiya_1#7,,,,,,,,,0,175,,,,False
name,......难道......迷迭香？你有察觉到什么异常吗？,,,,,,,,,,,,,,,阿米娅,,,,,,,,,0,176,......难道......迷迭香？你有察觉到什么异常吗？,……もしかして……ローズマリー？何か異常を感じましたか？,アーミヤ,True
character,,,,,,,,,,,,,,,,char_002_amiya_1#7,avg_npc_042,2,,,,,,,0,177,,,,False
name,唔？......没有吧。我想。,,,,,,,,,,,,,,,迷迭香,,,,,,,,,0,178,唔？......没有吧。我想。,え？……ないと思う。たぶん。,ローズマリー,True
character,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,0,179,,,,False
name,那不是迷迭香源石技艺作用的范畴。,,,,,,,,,,,,,,,凯尔希,,,,,,,,,0,180,那不是迷迭香源石技艺作用的范畴。,それはローズマリーのオリジニウムアーツの範囲じゃない。,ケルシー,True
name,不要完全依赖情感，阿米娅。知觉不仅能摸索到感情，手指划过发丝，第一感觉不应该是留恋或者喜悦。表象。,,,,,,,,,,,,,,,凯尔希,,,,,,,,,0,181,不要完全依赖情感，阿米娅。知觉不仅能摸索到感情，手指划过发丝，第一感觉不应该是留恋或者喜悦。表象。,感情だけに頼るな、アーミヤ。知覚は感情を探るだけじゃない。指先が髪をなでる感覚は、最初の感情だけが残るはずがない。表象だ。,ケルシー,True
character,,,,,,,,,,,,,,,,char_003_kalts_1,char_002_amiya_1,2,,,,,,,0,182,,,,False
name,表象......？,,,,,,,,,,,,,,,阿米娅,,,,,,,,,0,183,表象......？,表象……？,アーミヤ,True
character,,,,,,,,,,,,,,,,char_003_kalts_1,char_002_amiya_1,1,,,,,,,0,184,,,,False
name,阿米娅，你可以从深色的内里回到表象。只有你才能。,,,,,,,,,,,,,,,凯尔希,,,,,,,,,0,185,阿米娅，你可以从深色的内里回到表象。只有你才能。,アーミヤ、お前は暗い内側から表象に戻ることができる。お前だけだ。,ケルシー,True
character,,,,,,,,,,,,,,,,char_003_kalts_1,char_002_amiya_1,2,,,,,,,0,186,,,,False
name,那我就按医生说的，试一试。,,,,,,,,,,,,,,,阿米娅,,,,,,,,,0,187,那我就按医生说的，试一试。,それでは、先生のおっしゃる通りにやってみます。,アーミヤ,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,0,188,,,,False
character,,,,,,,,,,,,,,,,char_002_amiya_1#7,,,,,,,,,0,189,,,,False
delay,,,,,1,,,,,,,,,,,,,,,,,,,,0,190,,,,False
character,,,,,,,,,,,,,,,,char_002_amiya_1#7,,,,,,,,,0,191,,,,False
name,唔......好像有一丝......能量。空气中弥漫着一种气味，像是......,,,,,,,,,,,,,,,阿米娅,,,,,,,,,0,192,唔......好像有一丝......能量。空气中弥漫着一种气味，像是......,うう……少しだけ……エネルギーを感じます。空気の中に何かの匂いが漂っています。それは……,アーミヤ,True
name,......尸体？,,,,,,,,,,,,,,,阿米娅,,,,,,,,,0,193,......尸体？,……死体？,アーミヤ,True
name,不，这不是现实的尸体，难道......不。啊？为什么......,,,,,,,,,,,,,,,阿米娅,,,,,,,,,0,194,不，这不是现实的尸体，难道......不。啊？为什么......,違います、これは実際の死体ではありません。まさか……いえ。あれ？なぜ……,アーミヤ,True
name,......是萨卡兹。是萨卡兹的源石技艺。蕴含死亡气味的......仪......式？,,,,,,,,,,,,,,,阿米娅,,,,,,,,,0,195,......是萨卡兹。是萨卡兹的源石技艺。蕴含死亡气味的......仪......式？,……これはサルカズです。サルカズのオリジニウムアーツ。死の匂いがする……儀……式？,アーミヤ,True
character,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,0,196,,,,False
name,成型后自运行的古老仪式。,,,,,,,,,,,,,,,凯尔希,,,,,,,,,0,197,成型后自运行的古老仪式。,成型の後で自動的に運転する古代の儀式だ。,ケルシー,True
name,——这不是现代的法术，更不属于现代战术。,,,,,,,,,,,,,,,凯尔希,,,,,,,,,0,198,——这不是现代的法术，更不属于现代战术。,――これは現代の術式ではなく、現代戦術にも属さないものだ。,ケルシー,True
decision,萨卡兹的法术很不同？,,,,,,,,,,,,,,,,,,,,,萨卡兹的法术很不同？,1,,1,199,萨卡兹的法术很不同？,サルカズの術はそんなに違うの？,,True
predicate,,,,,,,,,,,,,,,,,,,,,,,,1,0,200,,,,False
character,,,,,,,,,,,,,,,,char_002_amiya_1#7,,,,,,,,,0,201,,,,False
name,是的。这很不一般。现在的萨卡兹人没法推动这种法术的运行。,,,,,,,,,,,,,,,阿米娅,,,,,,,,,0,202,是的。这很不一般。现在的萨卡兹人没法推动这种法术的运行。,はい。これは普通ではありません。今のサルカズの人々には、この術式を動かすことはできません。,アーミヤ,True
name,我明白凯尔希医生的意思。我想，这不是在现代成型的源石技艺理论的产物。这是古老的萨卡兹仪式。,,,,,,,,,,,,,,,阿米娅,,,,,,,,,0,203,我明白凯尔希医生的意思。我想，这不是在现代成型的源石技艺理论的产物。这是古老的萨卡兹仪式。,ケルシー先生の仰ることが分かります。これは現代で生まれたオリジニウムアーツ理論の産物ではなく、古代のサルカズの儀式です。,アーミヤ,True
character,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,0,204,,,,False
name,敌人可能是最“纯正”的萨卡兹。这种现代国家不可能使用的技术，只在古老的萨卡兹与散漫的萨尔贡古人间流传。,,,,,,,,,,,,,,,凯尔希,,,,,,,,,0,205,敌人可能是最“纯正”的萨卡兹。这种现代国家不可能使用的技术，只在古老的萨卡兹与散漫的萨尔贡古人间流传。,敵は最も『純粋』なサルカズかもしれん。このような現代国家では使えない術は、古のサルカズや分散したサルゴンの古びた者たちの間にのみ伝わっている。,ケルシー,True
character,,,,,,,,,,,,,,,,char_002_amiya_1#7,,,,,,,,,0,206,,,,False
name,......这是依托于矿石病感染，以及施术者对源石的异样理解来施行的仪式。,,,,,,,,,,,,,,,阿米娅,,,,,,,,,0,207,......这是依托于矿石病感染，以及施术者对源石的异样理解来施行的仪式。,……これは鉱石病の感染と、術者によるオリジニウムへの独自の理解に基づいて行われる儀式です。,アーミヤ,True
name,杂乱的能量正自源石核心处向外渗透、漫溢出去，笼罩在这个街区。,,,,,,,,,,,,,,,阿米娅,,,,,,,,,0,208,杂乱的能量正自源石核心处向外渗透、漫溢出去，笼罩在这个街区。,乱れたエネルギーがオリジニウムのコアから外に浸透して広がり、この街区を包んでいます。,アーミヤ,True
name,难以想像仪式源头高浓度的法术漩涡会对生物产生多大影响。,,,,,,,,,,,,,,,阿米娅,,,,,,,,,0,209,难以想像仪式源头高浓度的法术漩涡会对生物产生多大影响。,儀式の源となる高濃度の術の渦が生物にどれほどの影響を及ぼすのか、想像もできません。,アーミヤ,True
name,无论是对自己还是对敌人......生命活动的迹象都会被能量波逐渐曳离。,,,,,,,,,,,,,,,阿米娅,,,,,,,,,0,210,无论是对自己还是对敌人......生命活动的迹象都会被能量波逐渐曳离。,自分自身でも敵でも……生命活動の痕跡がエネルギーの波で次第に引き離されていきます。,アーミヤ,True
name,这并不符合现代战术的需求，带来的损失有时候会比可能取得的战果还大。,,,,,,,,,,,,,,,阿米娅,,,,,,,,,0,211,这并不符合现代战术的需求，带来的损失有时候会比可能取得的战果还大。,これは現代戦術の要求に合いませんし、得られる成果より損害の方が大きくなることもあります。,アーミヤ,True
character,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,0,212,,,,False
name,“食人”。,,,,,,,,,,,,,,,凯尔希,,,,,,,,,0,213,“食人”。,「食人」だ。,ケルシー,True
name,这个说法耸人听闻，只是，这个仪式确实被这样称呼过。,,,,,,,,,,,,,,,凯尔希,,,,,,,,,0,214,这个说法耸人听闻，只是，这个仪式确实被这样称呼过。,この言い方はショッキングだが、この儀式は確かにそう呼ばれたことがある。,ケルシー,True
name,参照它可怖的杀伤力和不谙内情者将之称为“巫术”的行为，把发生装置叫作祭坛，也不奇怪。,,,,,,,,,,,,,,,凯尔希,,,,,,,,,0,215,参照它可怖的杀伤力和不谙内情者将之称为“巫术”的行为，把发生装置叫作祭坛，也不奇怪。,その恐ろしい殺傷力と、事情を知らぬ者がこれを『呪術』と呼ぶ行動、発生装置を祭壇と呼ぶのも不思議ではない。,ケルシー,True
character,,,,,,,,,,,,,,,,char_002_amiya_1#7,,,,,,,,,0,216,,,,False
name,我......我不觉得普通的萨卡兹雇佣兵能使用这种法术。,,,,,,,,,,,,,,,阿米娅,,,,,,,,,0,217,我......我不觉得普通的萨卡兹雇佣兵能使用这种法术。,私は……私は、普通のサルカズ傭兵がこの術を使えるとは思いません。,アーミヤ,True
name,只有在卡兹戴尔汲取法术知识和战争经验的人，才有可能成功施行这种仪式，实施者甚至不用是个术师。,,,,,,,,,,,,,,,阿米娅,,,,,,,,,0,218,只有在卡兹戴尔汲取法术知识和战争经验的人，才有可能成功施行这种仪式，实施者甚至不用是个术师。,カズデルで術の知識や戦争経験を積んだ者でなければ、この儀式を成功させることはできません。しかも施術者は必ずしも術師である必要はありません。,アーミヤ,True
name,但他......他只会是卡兹戴尔的萨卡兹，而不是流浪在大地各处的萨卡兹后裔。,,,,,,,,,,,,,,,阿米娅,,,,,,,,,0,219,但他......他只会是卡兹戴尔的萨卡兹，而不是流浪在大地各处的萨卡兹后裔。,でも彼は……彼はカズデルのサルカズに違いありません。土地をさまようサルカズの末裔ではありません。,アーミヤ,True
name,......凯尔希医生，第二套防护装置，是不是设计来抵消这种萨卡兹法术的影响的？,,,,,,,,,,,,,,,阿米娅,,,,,,,,,0,220,......凯尔希医生，第二套防护装置，是不是设计来抵消这种萨卡兹法术的影响的？,……ケルシー先生、二つ目の防護装置は、このサルカズの術の影響を打ち消すために設計されたものですか？,アーミヤ,True
character,,,,,,,,,,,,,,,,char_003_kalts_1,char_002_amiya_1#7,1,,,,,,,0,221,,,,False
name,不完全是。仪式蕴含的能量远超我们设计所能承受的最大限度。,,,,,,,,,,,,,,,凯尔希,,,,,,,,,0,222,不完全是。仪式蕴含的能量远超我们设计所能承受的最大限度。,完全ではない。この儀式が持つエネルギーは我々の設計の最大限界を遥かに超えている。,ケルシー,True
name,正是在这片遭天灾洗劫的城市上，这种仪式才能顺利运行。,,,,,,,,,,,,,,,凯尔希,,,,,,,,,0,223,正是在这片遭天灾洗劫的城市上，这种仪式才能顺利运行。,この天災により破壊された都市でこそ、この儀式は円滑に展開できる。,ケルシー,True
name,我们的防护不能抵消敌人仪式的影响，这个法术的威力与它的古老程度无法分割。,,,,,,,,,,,,,,,凯尔希,,,,,,,,,0,224,我们的防护不能抵消敌人仪式的影响，这个法术的威力与它的古老程度无法分割。,我々の防護は敵の儀式の影響を完全に相殺はできない。この術の威力はその古さと切り離せないのだ。,ケルシー,True
name,我们只能稍微削减它的杀伤力，在扫清整片区域后破坏它。,,,,,,,,,,,,,,,凯尔希,,,,,,,,,0,225,我们只能稍微削减它的杀伤力，在扫清整片区域后破坏它。,我々ができるのは、殺傷力を多少削減し、このエリアを制圧した後に破壊することだけだ。,ケルシー,True
name,萨卡兹的仪式往往不只是在挑战一种现代技术。,,,,,,,,,,,,,,,凯尔希,,,,,,,,,0,226,萨卡兹的仪式往往不只是在挑战一种现代技术。,サルカズの儀式は、単に現代技術へ挑戦しているだけではない。,ケルシー,True
name,它几乎是要重新挑战这片大地上的其它文明，就像历史上萨卡兹们谋划过的一样。,,,,,,,,,,,,,,,凯尔希,,,,,,,,,0,227,它几乎是要重新挑战这片大地上的其它文明，就像历史上萨卡兹们谋划过的一样。,それはほとんど、この地上の他の文明への再挑戦でもある。かつてサルカズが歴史で画策したのと同じだ。,ケルシー,True
decision,这是个比喻。,,,,,,,,,,,,,,,,,,,,,这是个比喻。,1,,1,228,这是个比喻。,これは比喩だ。,,True
predicate,,,,,,,,,,,,,,,,,,,,,,,,1,0,229,,,,False
character,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,0,230,,,,False
name,是。但萨卡兹的历史不是比喻。,,,,,,,,,,,,,,,凯尔希,,,,,,,,,0,231,是。但萨卡兹的历史不是比喻。,そうだ。しかし、サルカズの歴史は比喩ではない。,ケルシー,True
name,守卫切尔诺伯格核心城不只是普通的整合运动，这点我已经和你讨论过了。,,,,,,,,,,,,,,,凯尔希,,,,,,,,,0,232,守卫切尔诺伯格核心城不只是普通的整合运动，这点我已经和你讨论过了。,チェルノボーグのコアシティを守っているのは、普通のインテグレーションムーブメントだけではないことは、すでに話した通りだ。,ケルシー,True
name,也许整合运动确实依靠“神经网络”中的各个“中枢”来进行大规模的整体运作。,,,,,,,,,,,,,,,凯尔希,,,,,,,,,0,233,也许整合运动确实依靠“神经网络”中的各个“中枢”来进行大规模的整体运作。,インテグレーションムーブメントは『神経ネットワーク』中の各『中枢』に依存し、大規模な全体運動を実現している可能性が高い。,ケルシー,True
name,但是在如今这种纯粹的推进战略中，整合运动将一反常态。,,,,,,,,,,,,,,,凯尔希,,,,,,,,,0,234,但是在如今这种纯粹的推进战略中，整合运动将一反常态。,しかしいまのこの純粋な進撃戦略の中で、インテグレーションムーブメントは普段のやり方と異なる行動をとるだろう。,ケルシー,True
name,想想看，如果是不擅长对抗感染者的士兵，不知道如何与萨卡兹战斗的现代武装进入了核心城......,,,,,,,,,,,,,,,凯尔希,,,,,,,,,0,235,想想看，如果是不擅长对抗感染者的士兵，不知道如何与萨卡兹战斗的现代武装进入了核心城......,考えてみろ、感染者への対応が苦手な兵士や、サルカズとの戦い方がわからない現代兵器がコアシティに進入すれば……,ケルシー,True
name,他们将在这里惨败。,,,,,,,,,,,,,,,凯尔希,,,,,,,,,0,236,他们将在这里惨败。,彼らはここで惨敗を喫することになる。,ケルシー,True
character,,,,,,,,,,,,,,,,char_002_amiya_1#7,,,,,,,,,0,237,,,,False
name,......明白。,,,,,,,,,,,,,,,阿米娅,,,,,,,,,0,238,......明白。,……分かりました。,アーミヤ,True
name,那么......我想一想......,,,,,,,,,,,,,,,阿米娅,,,,,,,,,0,239,那么......我想一想......,それでは……少し考えさせてください……,アーミヤ,True
name,......博士，凯尔希医生。,,,,,,,,,,,,,,,阿米娅,,,,,,,,,0,240,......博士，凯尔希医生。,……ドクター、ケルシー先生。,アーミヤ,True
name,敌人施行萨卡兹法术的位置，一定是重要据点，或是交通要道的枢纽处。,,,,,,,,,,,,,,,阿米娅,,,,,,,,,0,241,敌人施行萨卡兹法术的位置，一定是重要据点，或是交通要道的枢纽处。,敵がサルカズの術を使っている場所は、きっと重要な拠点か、交通の要所です。,アーミヤ,True
name,他们比我们更熟悉这片区域，所有我们可通行的路径，他们会比我们更早发现......他们的布防一定早于我们的行动。,,,,,,,,,,,,,,,阿米娅,,,,,,,,,0,242,他们比我们更熟悉这片区域，所有我们可通行的路径，他们会比我们更早发现......他们的布防一定早于我们的行动。,彼らは私たちよりこのエリアをよく知っているので、私たちが通れる道も彼らの方が早く気づいています……きっと布陣は私たちの行動より早いです。,アーミヤ,True
name,我们拥有的唯一优势，就是情报。我们已经了解了敌人的分布，敌人却对我们一无所知。,,,,,,,,,,,,,,,阿米娅,,,,,,,,,0,243,我们拥有的唯一优势，就是情报。我们已经了解了敌人的分布，敌人却对我们一无所知。,私たちの唯一の強みは情報です。私たちはすでに敵の配置を把握していますが、敵は私たちのことを何も知りません。,アーミヤ,True
name,......所以我们要迅速击溃据守在这片区域里的敌人。用时越少，我们越安全。不要让他们有联系其他守卫的机会。,,,,,,,,,,,,,,,阿米娅,,,,,,,,,0,244,......所以我们要迅速击溃据守在这片区域里的敌人。用时越少，我们越安全。不要让他们有联系其他守卫的机会。,……だからこそ、速やかにこのエリアにいる敵を撃破しなければなりません。時間が短ければ短いほど安全です。他の守備と連絡をとらせてはいけません。,アーミヤ,True
name,放弃伏击敌人的想法。我们不能在这里浪费过多时间。,,,,,,,,,,,,,,,阿米娅,,,,,,,,,0,245,放弃伏击敌人的想法。我们不能在这里浪费过多时间。,敵の待ち伏せを狙うのはやめましょう。ここで無駄な時間は使えません。,アーミヤ,True
character,,,,,,,,,,,,,,,,char_003_kalts_1,char_002_amiya_1#7,1,,,,,,,0,246,,,,False
name,可以，我会帮助你们进行突袭。,,,,,,,,,,,,,,,凯尔希,,,,,,,,,0,247,可以，我会帮助你们进行突袭。,よい、私が突撃を手伝おう。,ケルシー,True
character,,,,,,,,,,,,,,,,char_003_kalts_1,char_002_amiya_1,2,,,,,,,0,248,,,,False
name,唔，嗯......我想......,,,,,,,,,,,,,,,阿米娅,,,,,,,,,0,249,唔，嗯......我想......,うーん……わたし、考えが……,アーミヤ,True
name,医生，你看，我想，如果是......,,,,,,,,,,,,,,,阿米娅,,,,,,,,,0,250,医生，你看，我想，如果是......,ドクター、聞いてください。もし……,アーミヤ,True
character,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,0,251,,,,False
name,——好的。,,,,,,,,,,,,,,,凯尔希,,,,,,,,,0,252,——好的。,――わかった。,ケルシー,True
name,如果你们不需要我的协助，博士。,,,,,,,,,,,,,,,凯尔希,,,,,,,,,0,253,如果你们不需要我的协助，博士。,もしお前たちが私の支援を必要としないのなら、ドクター。,ケルシー,True
decision,嗯？,,,,,,,,,,,,,,,,,,,,,嗯？;......;有什么我能帮上忙的？,1;2;3,,3,254,嗯？,ん？,,True
decision,......,,,,,,,,,,,,,,,,,,,,,嗯？;......;有什么我能帮上忙的？,1;2;3,,3,255,......,……,,True
decision,有什么我能帮上忙的？,,,,,,,,,,,,,,,,,,,,,嗯？;......;有什么我能帮上忙的？,1;2;3,,3,256,有什么我能帮上忙的？,私に何か手伝えることはある？,,True
predicate,,,,,,,,,,,,,,,,,,,,,,,,1;2;3,0,257,,,,False
character,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,0,258,,,,False
name,请你帮助阿米娅指挥。,,,,,,,,,,,,,,,凯尔希,,,,,,,,,0,259,请你帮助阿米娅指挥。,アーミヤの指揮をサポートしてやってくれ。,ケルシー,True
name,战况就由你们自己判断。,,,,,,,,,,,,,,,凯尔希,,,,,,,,,0,260,战况就由你们自己判断。,戦況の判断は君たち自身が下せ。,ケルシー,True
character,,,,,,,,,,,,,,,,char_003_kalts_1,char_002_amiya_1#7,2,,,,,,,0,261,,,,False
name,明白！,,,,,,,,,,,,,,,阿米娅,,,,,,,,,0,262,明白！,了解しました！,アーミヤ,True
character,,,,,,,,,,,,,,,,char_003_kalts_1,char_002_amiya_1,2,,,,,,,0,263,,,,False
name,迷迭香，我们行动！,,,,,,,,,,,,,,,阿米娅,,,,,,,,,0,264,迷迭香，我们行动！,ローズマリーさん、行動します！,アーミヤ,True
character,,,,,,,,,,,,,,,,char_002_amiya_1#3,,,,,,,,,0,265,,,,False
name,在这次战斗之后，我们就要彻底离开穿梭区域，完全抵达核心城地表了！,,,,,,,,,,,,,,,阿米娅,,,,,,,,,0,266,在这次战斗之后，我们就要彻底离开穿梭区域，完全抵达核心城地表了！,この戦いの後、私たちはついにトンネル区域から完全に離れ、コアシティの地上に到達できます！,アーミヤ,True
name,迷迭香......至少有阳光了。,,,,,,,,,,,,,,,阿米娅,,,,,,,,,0,267,迷迭香......至少有阳光了。,ローズマリーさん……少なくとも陽の光が差しています。,アーミヤ,True
character,,,,,,,,,,,,,,,,avg_npc_042,,,,,,,,,0,268,,,,False
name,阳光~,,,,,,,,,,,,,,,迷迭香,,,,,,,,,0,269,阳光~,太陽の光〜,ローズマリー,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,0,270,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,0,271,,,,False
playsound,,$rungeneral,,,,,,,,,,,,,0.9,,,,,,,,,,0,272,,,,False
delay,,,,,2,,,,,,,,,,,,,,,,,,,,0,273,,,,False
character,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,0,274,,,,False
name,（......）,,,,,,,,,,,,,,,凯尔希,,,,,,,,,0,275,（......）,（……）,ケルシー,True
name,（呵，看她们的样子。）,,,,,,,,,,,,,,,凯尔希,,,,,,,,,0,276,（呵，看她们的样子。）,（ふふ、彼女たちの様子を見てみろ。）,ケルシー,True
name,（接下来就交给你了，博士。我知道，你绝不让人失望。）,,,,,,,,,,,,,,,凯尔希,,,,,,,,,0,277,（接下来就交给你了，博士。我知道，你绝不让人失望。）,（これからは君に任せたぞ、ドクター。わかっている、お前は決して期待を裏切らない。）,ケルシー,True
stopmusic,,,,,,2,,,,,,,,,,,,,,,,,,,0,278,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,0,279,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,0,280,,,,False
blocker,,,,,,2,true,1,0,0,0,,,,,,,,,,,,,,0,281,,,,False
,凯尔希，让人失望的事情是不会再次发生的。,,,,,,,,,,,,,,,,,,,,,,,,0,282,,,,False
,同样的河流我们没法踏入第二次。同样的事情也不会发生第二次。,,,,,,,,,,,,,,,,,,,,,,,,0,283,,,,False
,如果是相同的人，相同的事......在不同的时代里，一定会有不一样的结果。这片大地......会被改变。,,,,,,,,,,,,,,,,,,,,,,,,0,284,,,,False
,你不相信，对吗？,,,,,,,,,,,,,,,,,,,,,,,,0,285,,,,False
,嗯......你不相信，也是应该的。,,,,,,,,,,,,,,,,,,,,,,,,0,286,,,,False
,但我很相信。博士，这样一个人......我知道......如果不是现在，博士不会这样。,,,,,,,,,,,,,,,,,,,,,,,,0,287,,,,False
,我看过那么多，见过那么多......哪怕所有人都拒绝，我也能理解。,,,,,,,,,,,,,,,,,,,,,,,,0,288,,,,False
,凯尔希......凯尔希。,,,,,,,,,,,,,,,,,,,,,,,,0,289,,,,False
,如果......再给我们一点时间......我和你......,,,,,,,,,,,,,,,,,,,,,,,,0,290,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,0,291,,,,False
delay,,,,,2,,,,,,,,,,,,,,,,,,,,0,292,,,,False
name,（你能证明自己不是流连于过往的博士。）,,,,,,,,,,,,,,,凯尔希,,,,,,,,,0,293,（你能证明自己不是流连于过往的博士。）,（お前が過去を引きずるドクターではないと証明できるはずだ。）,ケルシー,True
name,（如果是现在......）,,,,,,,,,,,,,,,凯尔希,,,,,,,,,0,294,（如果是现在......）,（もし今なら……）,ケルシー,True
name,（无论哪个层面，博士。你必须能。）,,,,,,,,,,,,,,,凯尔希,,,,,,,,,0,295,（无论哪个层面，博士。你必须能。）,（どのような状況でも、ドクター。お前なら必ずやれる。）,ケルシー,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,0,296,,,,False
blocker,,,,,,2,true,,,,,,,,,,,,,,,,,,0,297,,,,False
image,,,,,,,,,,,,,,,,,,,,,,,,,0,298,,,,False
