command,text_orig,key,is_skippable,fit_mode,time,a,r,g,b,fadetime,block,image,screenadapt,intro,volume,name,name2,focus,options,values,references,crossfade,option_number,index,text,jp_text,jp_name,text_match
character,,,,,,,,,,,,,,,,avg_npc_059,avg_npc_057,2,,,,,0,206,,,,False
name,......是的。,,,,,,,,,,,,,,,塔季娅娜,,,,,,,0,207,,,,False
character,,,,,,,,,,,,,,,,avg_npc_059,avg_npc_057,1,,,,,0,208,,,,False
name,你膝盖还疼吗？,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,0,209,,,,False
character,,,,,,,,,,,,,,,,avg_npc_059,avg_npc_057,2,,,,,0,210,,,,False
name,你说什么？,,,,,,,,,,,,,,,塔季娅娜,,,,,,,0,211,,,,False
character,,,,,,,,,,,,,,,,avg_npc_059,avg_npc_057,1,,,,,0,212,,,,False
name,就三天前，你逃跑的时候跌了一跤。,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,0,213,,,,False
character,,,,,,,,,,,,,,,,avg_npc_059,avg_npc_057,2,,,,,0,214,,,,False
name,早就好了......！我可是乌萨斯人！和你们这些......不是一种种族。我们乌萨斯要强健多了。,,,,,,,,,,,,,,,塔季娅娜,,,,,,,0,215,,,,False
character,,,,,,,,,,,,,,,,avg_npc_059,avg_npc_057,1,,,,,0,216,,,,False
name,那就好......那可是很长一条口子。,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,0,217,,,,False
character,,,,,,,,,,,,,,,,avg_npc_059,,,,,,,0,218,,,,False
name,哈，在这里，我可是还要做医疗干员的活儿，哪怕我完全不会。,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,0,219,,,,False
name,我还有很多要做，凯尔希医生。,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,0,220,,,,False
character,,,,,,,,,,,,,,,,char_003_kalts_1,avg_npc_059,1,,,,,0,221,,,,False
name,我理解。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,222,,,,False
character,,,,,,,,,,,,,,,,char_002_amiya_1#4,,,,,,,0,223,,,,False
name,唔......,,,,,,,,,,,,,,,阿米娅,,,,,,,0,224,,,,False
character,,,,,,,,,,,,,,,,avg_npc_059,,,,,,,0,225,,,,False
name,Medic她没来吗？,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,0,226,,,,False
character,,,,,,,,,,,,,,,,avg_npc_042,,,,,,,0,227,,,,False
name,为什么提起这个？,,,,,,,,,,,,,,,迷迭香,,,,,,,0,228,,,,False
character,,,,,,,,,,,,,,,,avg_npc_059,,,,,,,0,229,,,,False
name,无所谓了。看到迷迭香那个样子，我能明白。毕竟我们在这里损失了许多人。罗德岛是来这里战斗的。,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,0,230,,,,False
character,,,,,,,,,,,,,,,,char_003_kalts_1,avg_npc_059,1,,,,,0,231,,,,False
name,依你所说，你似乎不知道这座核心城即将撞上龙门。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,232,,,,False
character,,,,,,,,,,,,,,,,char_003_kalts_1,avg_npc_059,2,,,,,0,233,,,,False
name,......,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,0,234,,,,False
name,什么？,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,0,235,,,,False
name,哦，是指增援在龙门战斗的整合运动吗？整合运动只有核心城这一移动手段了，这些事我似乎听过。,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,0,236,,,,False
character,,,,,,,,,,,,,,,,char_003_kalts_1,avg_npc_059,1,,,,,0,237,,,,False
name,核心城发送的是乌萨斯的城邦验证码。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,238,,,,False
character,,,,,,,,,,,,,,,,char_003_kalts_1,avg_npc_059,2,,,,,0,239,,,,False
name,咦？,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,0,240,,,,False
name,......什么？！,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,0,241,,,,False
name,等等！！,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,0,242,,,,False
name,......不行，不行！怎么会？！,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,0,243,,,,False
character,,,,,,,,,,,,,,,,char_003_kalts_1,avg_npc_059,1,,,,,0,244,,,,False
name,现在你知道罗德岛参与核心城行动的原因了。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,245,,,,False
character,,,,,,,,,,,,,,,,avg_npc_059,avg_npc_057,2,,,,,0,246,,,,False
name,怎么回事？,,,,,,,,,,,,,,,塔季娅娜,,,,,,,0,247,,,,False
character,,,,,,,,,,,,,,,,char_003_kalts_1,avg_npc_059,1,,,,,0,248,,,,False
name,（做出罗德岛战术手势中“噤声”的手势。）,,,,,,,,,,,,,,,凯尔希,,,,,,,0,249,,,,False
character,,,,,,,,,,,,,,,,char_003_kalts_1,avg_npc_059,2,,,,,0,250,,,,False
name,没什么......,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,0,251,,,,False
character,,,,,,,,,,,,,,,,avg_npc_059,avg_npc_057,2,,,,,0,252,,,,False
name,......你们说了这么长时间，爱国者和他的手下如果那么正义，为什么这些整合运动还敢在乌萨斯的土地上肆意妄为？,,,,,,,,,,,,,,,塔季娅娜,,,,,,,0,253,,,,False
character,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,0,254,,,,False
name,因为整合运动“本不该”这么做。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,255,,,,False
character,,,,,,,,,,,,,,,,avg_npc_057,,,,,,,0,256,,,,False
name,......啊？,,,,,,,,,,,,,,,塔季娅娜,,,,,,,0,257,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,0,258,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,0,259,,,,False
blocker,,,,,,1,0,0,0,1,true,,,,,,,,,,,,0,260,,,,False
blocker,,,,,,0,0,0,0,2,true,,,,,,,,,,,,0,261,,,,False
character,,,,,,,,,,,,,,,,char_002_amiya_1,,,,,,,0,262,,,,False
name,Guard......,,,,,,,,,,,,,,,阿米娅,,,,,,,0,263,,,,False
name,我想，你与整合运动以及本地的感染者交流了很长时间。你如果能够归队，将会对我们接下来的许多行动提供非常大的帮助。,,,,,,,,,,,,,,,阿米娅,,,,,,,0,264,,,,False
character,,,,,,,,,,,,,,,,char_002_amiya_1,avg_npc_059,2,,,,,0,265,,,,False
name,......,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,0,266,,,,False
character,,,,,,,,,,,,,,,,char_002_amiya_1,avg_npc_059,1,,,,,0,267,,,,False
name,嗯，但是你还不能离开，对吗？,,,,,,,,,,,,,,,阿米娅,,,,,,,0,268,,,,False
character,,,,,,,,,,,,,,,,char_002_amiya_1,avg_npc_059,2,,,,,0,269,,,,False
name,......对。阿米娅，我想，你的话，看一眼就知道了吧？,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,0,270,,,,False
name,抱歉，明明年龄比你还大个十岁，我觉得我比你幼稚多了。,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,0,271,,,,False
character,,,,,,,,,,,,,,,,char_003_kalts_1,avg_npc_059,1,,,,,0,272,,,,False
name,没有自责的必要。我甚至可以说，罗德岛会赞许你的行为。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,273,,,,False
name,......但你的处境十分危险。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,274,,,,False
name,Guard，如果整合运动就此倾斜、沉没，你救助其他感染者、维持他们的基础生活条件的行动，将会变得更加难以开展。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,275,,,,False
name,你会恐惧这种情况的发生吗？,,,,,,,,,,,,,,,凯尔希,,,,,,,0,276,,,,False
character,,,,,,,,,,,,,,,,char_003_kalts_1,avg_npc_059,2,,,,,0,277,,,,False
name,不，我不害怕。,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,0,278,,,,False
name,因为整合运动有爱国者。,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,0,279,,,,False
name,只要有他在，整合运动就不会崩溃。,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,0,280,,,,False
name,许多游击队战士离开驻地，集结起来，我想，应该也有他已经回到了这座城市的原因。他可能已经回来了。,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,0,281,,,,False
name,有他在，我就相信整合运动还能改变。,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,0,282,,,,False
character,,,,,,,,,,,,,,,,char_003_kalts_1,avg_npc_059,1,,,,,0,283,,,,False
name,但整合运动缺乏改变的动力。参照证据，塔露拉也绝非一心为整合运动奉献力量的领袖。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,284,,,,False
name,切尔诺伯格核心城，被留在原地的切尔诺伯格城废墟，以及乌萨斯的感染者......,,,,,,,,,,,,,,,凯尔希,,,,,,,0,285,,,,False
name,还有不知什么时候就会行动的乌萨斯第三集团军。局势将会向十分恶劣的态势变化。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,286,,,,False
character,,,,,,,,,,,,,,,,char_003_kalts_1,avg_npc_059,2,,,,,0,287,,,,False
name,但是我知道整合运动具备相当的力量。,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,0,288,,,,False
name,因为罗德岛......有些事情解决不了。罗德岛是解决不了这些的！,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,0,289,,,,False
name,罗德岛始终还是家企业，这点医生每次也说得很明白。,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,0,290,,,,False
name,我相信头儿，也相信Scout先生......,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,0,291,,,,False
name,我也相信爱国者。,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,0,292,,,,False
character,,,,,,,,,,,,,,,,char_002_amiya_1#4,avg_npc_059,1,,,,,0,293,,,,False
name,......我知道。,,,,,,,,,,,,,,,阿米娅,,,,,,,0,294,,,,False
character,,,,,,,,,,,,,,,,char_002_amiya_1#4,avg_npc_059,2,,,,,0,295,,,,False
name,......阿米娅，你不生气？,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,0,296,,,,False
character,,,,,,,,,,,,,,,,char_002_amiya_1#4,avg_npc_059,1,,,,,0,297,,,,False
name,我们做不到的，没有做到的事情......为什么要生你的气呢？,,,,,,,,,,,,,,,阿米娅,,,,,,,0,298,,,,False
name,这两个星期来发生了许多事。我们都变了不少。,,,,,,,,,,,,,,,阿米娅,,,,,,,0,299,,,,False
name,但我们不会因为感染者的事情相互敌对。我想，在切尔诺伯格发生的一切，Guard和我看到的情形，是一样的。,,,,,,,,,,,,,,,阿米娅,,,,,,,0,300,,,,False
character,,,,,,,,,,,,,,,,char_002_amiya_1#4,avg_npc_059,2,,,,,0,301,,,,False
name,没错。我还是不能......不能忍受这样去伤害别人。无论谁对谁这么做，我都不能忍受。,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,0,302,,,,False
name,如果爱国者要整肃整合运动，我一定会站在他背后，和他的战士一起，和相信爱国者的普通整合运动成员一起。,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,0,303,,,,False
character,,,,,,,,,,,,,,,,char_003_kalts_1,avg_npc_059,1,,,,,0,304,,,,False
name,罗德岛不会因为你产生的新想法认定你损害罗德岛的利益。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,305,,,,False
name,甚至，我们鼓励每个干员都去更多地接触外界和新知，这样他们才能找到自己的目标，不至于因为一些小事就对自己产生怀疑。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,306,,,,False
name,我们的想法总会不断改变。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,307,,,,False
character,,,,,,,,,,,,,,,,char_003_kalts_1,avg_npc_059,2,,,,,0,308,,,,False
name,......谢谢你，凯尔希医生，阿米娅。,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,0,309,,,,False
character,,,,,,,,,,,,,,,,char_002_amiya_1#3,,,,,,,0,310,,,,False
name,啊，对了。,,,,,,,,,,,,,,,阿米娅,,,,,,,0,311,,,,False
name,以后的话，你也可以联系博士。,,,,,,,,,,,,,,,阿米娅,,,,,,,0,312,,,,False
decision,......,,,,,,,,,,,,,,,,,,就找我吧！;......;愿意效劳。,1;2;3,,,3,313,,,,False
decision,愿意效劳。,,,,,,,,,,,,,,,,,,就找我吧！;......;愿意效劳。,1;2;3,,,3,314,,,,False
decision,就找我吧！,,,,,,,,,,,,,,,,,,就找我吧！;......;愿意效劳。,1;2;3,,,3,315,,,,False
predicate,,,,,,,,,,,,,,,,,,,,,1;2;3,,0,316,,,,False
character,,,,,,,,,,,,,,,,avg_npc_059,,,,,,,0,317,,,,False
name,至于我在罗德岛的责任......阿米娅，医生......我的职责会更重要吗？,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,0,318,,,,False
character,,,,,,,,,,,,,,,,char_002_amiya_1#3,avg_npc_059,1,,,,,0,319,,,,False
name,......我是不会那么说的。Guard，能决定自己要做什么，才是重要的。,,,,,,,,,,,,,,,阿米娅,,,,,,,0,320,,,,False
name,而且，我个人觉得，如果罗德岛处在你的立场上，也会做相似的事情。,,,,,,,,,,,,,,,阿米娅,,,,,,,0,321,,,,False
character,,,,,,,,,,,,,,,,char_003_kalts_1,avg_npc_059,1,,,,,0,322,,,,False
name,不同的人有不同的选择。你觉得什么重要，什么就重要。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,323,,,,False
name,希望你在这些乌萨斯人里找到自己真正的位置，以及就像你愿意的那样，努力保护好该保护的人。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,324,,,,False
character,,,,,,,,,,,,,,,,avg_npc_059,,,,,,,0,325,,,,False
name,......,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,0,326,,,,False
character,,,,,,,,,,,,,,,,avg_npc_059,avg_npc_057,2,,,,,0,327,,,,False
name,......你，你看我干嘛......,,,,,,,,,,,,,,,塔季娅娜,,,,,,,0,328,,,,False
character,,,,,,,,,,,,,,,,avg_npc_059,avg_npc_057,1,,,,,0,329,,,,False
name,......不，没什么。我只是在想事情。,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,0,330,,,,False
character,,,,,,,,,,,,,,,,char_003_kalts_1,avg_npc_059,1,,,,,0,331,,,,False
name,对了。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,332,,,,False
name,工资的话，你的情况是不支持带薪的，抱歉。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,333,,,,False
name,另外，Guard，请告诉我——,,,,,,,,,,,,,,,凯尔希,,,,,,,0,334,,,,False
name,如果爱国者背叛塔露拉，会发生什么？,,,,,,,,,,,,,,,凯尔希,,,,,,,0,335,,,,False
character,,,,,,,,,,,,,,,,char_003_kalts_1,avg_npc_059,2,,,,,0,336,,,,False
name,......绝对不会。爱国者非常信任塔露拉。,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,0,337,,,,False
character,,,,,,,,,,,,,,,,char_003_kalts_1,avg_npc_059,1,,,,,0,338,,,,False
name,那么，反过来呢？,,,,,,,,,,,,,,,凯尔希,,,,,,,0,339,,,,False
character,,,,,,,,,,,,,,,,char_003_kalts_1,avg_npc_059,2,,,,,0,340,,,,False
name,......凯尔希医生？！,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,0,341,,,,False
character,,,,,,,,,,,,,,,,char_003_kalts_1,avg_npc_059,1,,,,,0,342,,,,False
name,如果塔露拉背叛了爱国者呢？,,,,,,,,,,,,,,,凯尔希,,,,,,,0,343,,,,False
name,或者我告诉你，我们其实已经遭遇过整合运动的指挥官“霜星”，并客观导致了她的死亡呢？,,,,,,,,,,,,,,,凯尔希,,,,,,,0,344,,,,False
character,,,,,,,,,,,,,,,,char_003_kalts_1,avg_npc_059,2,,,,,0,345,,,,False
name,医生？！医生......你说什么？！,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,0,346,,,,False
name,那......那可是......那是爱国者的女儿......！,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,0,347,,,,False
character,,,,,,,,,,,,,,,,char_002_amiya_1#4,avg_npc_059,1,,,,,0,348,,,,False
name,如果我们和爱国者对抗......,,,,,,,,,,,,,,,阿米娅,,,,,,,0,349,,,,False
name,那就是最糟的结果，也是阴谋家最想看到的结果。,,,,,,,,,,,,,,,阿米娅,,,,,,,0,350,,,,False
name,如果塔露拉真的放任——甚至依然允许感染者去残害普通市民，而不顾爱国者的意见......我想这可能不只是一种放任。,,,,,,,,,,,,,,,阿米娅,,,,,,,0,351,,,,False
name,爱国者会变成许多感染者的反对目标。既有不明真相的，也有放纵仇恨的......,,,,,,,,,,,,,,,阿米娅,,,,,,,0,352,,,,False
name,也有有意为之的。,,,,,,,,,,,,,,,阿米娅,,,,,,,0,353,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,0,354,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,0,355,,,,False
blocker,,,,,,1,0,0,0,1,true,,,,,,,,,,,,0,356,,,,False
blocker,,,,,,0,0,0,0,1,true,,,,,,,,,,,,0,357,,,,False
character,,,,,,,,,,,,,,,,avg_npc_059,,,,,,,0,358,,,,False
name,......,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,0,359,,,,False
name,我......我要走了。,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,0,360,,,,False
name,必须通知爱国者！,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,0,361,,,,False
name,可是......罗德岛......,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,0,362,,,,False
name,他会和罗德岛......敌对吗？,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,0,363,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,0,364,,,,False
playsound,,$rungeneral,,,,,,,,,,,,,0.9,,,,,,,,0,365,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,0,366,,,,False
blocker,,,,,,1,0,0,0,1,true,,,,,,,,,,,,0,367,,,,False
blocker,,,,,,0,0,0,0,2,true,,,,,,,,,,,,0,368,,,,False
decision,没想到事情会发展成这样。,,,,,,,,,,,,,,,,,,没想到事情会发展成这样。,1,,,1,369,,,,False
predicate,,,,,,,,,,,,,,,,,,,,,1,,0,370,,,,False
character,,,,,,,,,,,,,,,,char_002_amiya_1#4,,,,,,,0,371,,,,False
name,整合运动走到这一步，并不是自然而然的事情。,,,,,,,,,,,,,,,阿米娅,,,,,,,0,372,,,,False
name,无论是米莎还是霜星......,,,,,,,,,,,,,,,阿米娅,,,,,,,0,373,,,,False
name,整合运动和我们，以及龙门，都不该去给任何人带来更多裂痕了。,,,,,,,,,,,,,,,阿米娅,,,,,,,0,374,,,,False
name,博士，我们还有许多事情要做......光是想想后续的处理，我都觉得会很累。,,,,,,,,,,,,,,,阿米娅,,,,,,,0,375,,,,False
name,但在这之前......在这之前，我们必须先找到陈长官。,,,,,,,,,,,,,,,阿米娅,,,,,,,0,376,,,,False
name,以及，最重要的......,,,,,,,,,,,,,,,阿米娅,,,,,,,0,377,,,,False
name,整合运动的领袖。她才是许多整合运动现状的根源。,,,,,,,,,,,,,,,阿米娅,,,,,,,0,378,,,,False
character,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,0,379,,,,False
name,好了，Mantra-2小队。请回答。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,380,,,,False
playsound,,$d_gen_transmissionget,,,,,,,,,,,,,1,,,,,,,,0,381,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,0,382,,,,False
name,队长已经摸清了整合运动的联络方式，很原始，甚至有人为痕迹。联络人员的话，这块区域里的她也快搞定了。,,,,,,,,,,,,,,,极境,,,,,,,0,383,,,,False
name,当然不是游击队那些，那些是硬点子。,,,,,,,,,,,,,,,极境,,,,,,,0,384,,,,False
name,要消灭他们吗？,,,,,,,,,,,,,,,极境,,,,,,,0,385,,,,False
character,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,0,386,,,,False
name,不要毁掉他们。我们不是要在这里剿灭他们，或者让他们自相残杀。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,387,,,,False
name,甚至，我们并不希望他们内部产生混乱。他们理应起来对抗欺骗了他们的人。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,388,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,0,389,,,,False
name,现在？,,,,,,,,,,,,,,,极境,,,,,,,0,390,,,,False
name,她这么问的，我没意见。,,,,,,,,,,,,,,,极境,,,,,,,0,391,,,,False
character,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,0,392,,,,False
name,自然......不是现在。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,393,,,,False
name,他们的精神腐化了，虚构的脊梁却还在。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,394,,,,False
name,取走它，或者打碎它，让它坍塌成一具皮囊，原本我们可能会这么做。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,395,,,,False
name,塔露拉的所作所为却比我们更提早一步，显露出了冲突，激化了矛盾。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,396,,,,False
name,我本以为她有一些疯癫，现在看来却更像是恶毒。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,397,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,0,398,,,,False
stopmusic,,,,,,,,,,2,,,,,,,,,,,,,0,399,,,,False
playsound,,$transmission,,,,,,,,,,,,,1,,,,,,,,0,400,,,,False
blocker,,,,,,1,0,0,0,1,true,,,,,,,,,,,,0,401,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,0,402,,,,False
name,这座城市里的感染者和市民必将揭竿而起。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,403,,,,False
name,塔露拉的放任给了他们交流、共处和相认的机会。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,404,,,,False
name,她的皇后一定还活在棋盘上，否则她不会如此放肆。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,405,,,,False
name,我可以确信，她想毁掉整合运动。用最不名誉的方式。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,406,,,,False
name,......我们必须中和她的毒。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,407,,,,False
name,可这一切，都取决于博卓卡斯替会怎么做......,,,,,,,,,,,,,,,凯尔希,,,,,,,0,408,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,0,409,,,,False
background,,,,,,,,,,,,bg_chercen_1,coverall,,,,,,,,,,0,410,,,,False
blocker,,,,,,0,0,0,0,4,true,,,,,,,,,,,,0,411,,,,False
playsound,,$d_gen_walk_n,,,,,,,,,,,,,,,,,,,,,0,412,,,,False
delay,,,,,1,,,,,,,,,,,,,,,,,,0,413,,,,False
playmusic,,$frontline_loop,,,,,,,,,,,,$frontline_intro,0.4,,,,,,,3,0,414,,,,False
decision,我们似乎算是成功潜入进核心城了。,,,,,,,,,,,,,,,,,,我们似乎算是成功潜入进核心城了。,1,,,1,415,,,,False
predicate,,,,,,,,,,,,,,,,,,,,,1,,0,416,,,,False
character,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,0,417,,,,False
name,因为之后的行动很难再被描述成一种潜入，博士。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,418,,,,False
name,正如我开始时所说，所谓潜入核心城，可能也只是计划的百分之二十。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,419,,,,False
name,想要到达核心指挥塔和能源区，停止切城的运作，中央区将是必经之路。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,420,,,,False
name,只是，之后作为敌人封锁我们道路的，既不是普通的整合运动，也不是空有武力的萨卡兹雇佣军。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,421,,,,False
decision,整合运动已经不剩下几个领袖。,,,,,,,,,,,,,,,,,,整合运动已经不剩下几个领袖。,1,,,1,422,,,,False
predicate,,,,,,,,,,,,,,,,,,,,,1,,0,423,,,,False
character,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,0,424,,,,False
name,先不谈W。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,425,,,,False
name,比起整合运动的暴君塔露拉，作为战术实施者的你更该畏惧另外这个。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,426,,,,False
name,北原的感染者游击队，驻扎乌萨斯西北的第四集团军腹地的附骨之疽......自始创以来，它都只有一个领导者。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,427,,,,False
name,普通的反抗者只会遭到残杀，这支游击队却有能力谋杀凶手。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,428,,,,False
name,当地的掌权者能申请调集一至两个师团去剿灭他们，但这一行为无疑是向其他将领和议会宣布了自己的无能。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,429,,,,False
name,战火焚烧已久，也只有这支游击队能被雪原上四处躲藏的感染者们称作“盾”。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,430,,,,False
name,感染者的盾。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,431,,,,False
name,雪怪小队是他们的一份子。他们不全由感染者组成。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,432,,,,False
name,被放逐者，固守己见者，遭残害者，流浪者，精灵，杜林，萨卡兹。这支游击队甚至不只是为了感染者而战。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,433,,,,False
decision,——听起来很耳熟。,,,,,,,,,,,,,,,,,,——听起来很耳熟。,1,,,1,434,,,,False
predicate,,,,,,,,,,,,,,,,,,,,,1,,0,435,,,,False
name,哦？,,,,,,,,,,,,,,,凯尔希,,,,,,,0,436,,,,False
decision,就是你想的那样。,,,,,,,,,,,,,,,,,,就是你想的那样。;......;我只是随口这么一说。,1;2;3,,,3,437,,,,False
decision,......,,,,,,,,,,,,,,,,,,就是你想的那样。;......;我只是随口这么一说。,1;2;3,,,3,438,,,,False
decision,我只是随口这么一说。,,,,,,,,,,,,,,,,,,就是你想的那样。;......;我只是随口这么一说。,1;2;3,,,3,439,,,,False
predicate,,,,,,,,,,,,,,,,,,,,,1;2;3,,0,440,,,,False
name,和罗德岛一样，是吗？,,,,,,,,,,,,,,,凯尔希,,,,,,,0,441,,,,False
name,长此以往，罗德岛会因你的直觉受益，博士。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,442,,,,False
decision,......,,,,,,,,,,,,,,,,,,你竟然不生气？;......;我以为你会反驳这种说法。,1;2;3,,,3,443,,,,False
decision,你竟然不生气？,,,,,,,,,,,,,,,,,,你竟然不生气？;......;我以为你会反驳这种说法。,1;2;3,,,3,444,,,,False
decision,我以为你会反驳这种说法。,,,,,,,,,,,,,,,,,,你竟然不生气？;......;我以为你会反驳这种说法。,1;2;3,,,3,445,,,,False
predicate,,,,,,,,,,,,,,,,,,,,,1;2;3,,0,446,,,,False
predicate,,,,,,,,,,,,,,,,,,,,,1,,0,447,,,,False
name,为什么要看着我的眼睛这么说？,,,,,,,,,,,,,,,凯尔希,,,,,,,0,448,,,,False
name,我的眼睛没什么好看的。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,449,,,,False
predicate,,,,,,,,,,,,,,,,,,,,,2,,0,450,,,,False
name,不用在这时候保持沉默。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,451,,,,False
name,是否要坚持一种观点，你自己去选。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,452,,,,False
predicate,,,,,,,,,,,,,,,,,,,,,3,,0,453,,,,False
name,如果你想的话，我会。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,454,,,,False
name,你想要我斥责你吗，博士？,,,,,,,,,,,,,,,凯尔希,,,,,,,0,455,,,,False
name,不是现在。我认为你不想，也认为你的说法没有问题。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,456,,,,False
