command,text_orig,key,is_skippable,fit_mode,time,fadetime,block,a,r,g,b,image,screenadapt,intro,volume,name,name2,focus,duration,xstrength,ystrength,vibrato,randomness,fadeout,options,values,references,option_number,index,text,jp_text,jp_name,text_match
predicate,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,144,,,,False
character,,,,,,,,,,,,,,,,avg_npc_057,,,,,,,,,,,,0,145,,,,False
name,你，你那个，什么，是，唔......,,,,,,,,,,,,,,,乌萨斯感染者,,,,,,,,,,,,0,146,你，你那个，什么，是，唔......,あ、あなた、それ、なん、うぅ……,ウルサスの感染者,True
playmusic,,$batmeeting_loop,,,,,,,,,,,,$batmeeting_intro,0.4,,,,,,,,,,,,,0,147,,,,False
character,,,,,,,,,,,,,,,,avg_npc_059,,,,,,,,,,,,0,148,,,,False
camerashake,,,,,,,true,,,,,,,,,,,,0.6,0,8,30,30,true,,,,0,149,,,,False
name,......没想到我自己有被Mon3tr抓住的这天。,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,,,,,,0,150,......没想到我自己有被Mon3tr抓住的这天。,……自分がMon3trに捕まる日が来るとは思わなかった。,ロドス近衛オペレーター？,True
character,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,,0,151,,,,False
name,抵在你脖子上的这部分锋刃，切入角只有8度，深入6mm就足够切开你的大动脉。,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,0,152,抵在你脖子上的这部分锋刃，切入角只有8度，深入6mm就足够切开你的大动脉。,君の首に当てているこの刃は、わずか8度の角度で、6mm深く刺せば動脈を切れる。,ケルシー,True
name,小姐。,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,0,153,小姐。,お嬢さん。,ケルシー,True
character,,,,,,,,,,,,,,,,char_003_kalts_1,avg_npc_057,2,,,,,,,,,,0,154,,,,False
name,唔，呃......？,,,,,,,,,,,,,,,乌萨斯感染者,,,,,,,,,,,,0,155,唔，呃......？,"う、うう……？」},{",ウルサスの感染者,True
character,,,,,,,,,,,,,,,,char_003_kalts_1,avg_npc_057,1,,,,,,,,,,0,156,,,,False
name,他有像自己所说的那样坚定地保护你们的生存权吗？,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,0,157,他有像自己所说的那样坚定地保护你们的生存权吗？,彼は自分の言う通り君たちの生存権をしっかり守ったのか？,ケルシー,True
character,,,,,,,,,,,,,,,,char_003_kalts_1,avg_npc_057,2,,,,,,,,,,0,158,,,,False
name,你问的是什么......你这么问，要干什么！,,,,,,,,,,,,,,,乌萨斯感染者,,,,,,,,,,,,0,159,你问的是什么......你这么问，要干什么！,"何を聞いてるんだ……なんのためにそんなことを質問するんだ！」},{",ウルサスの感染者,True
character,,,,,,,,,,,,,,,,char_003_kalts_1,avg_npc_057,1,,,,,,,,,,0,160,,,,False
name,他和他所属的整合运动，不分是哪一部分，有威胁到你的生命，甚至做出伤害你的举动吗？,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,0,161,他和他所属的整合运动，不分是哪一部分，有威胁到你的生命，甚至做出伤害你的举动吗？,彼や彼の属するレユニオンのどの部隊も、君の命を脅かしたり、危害を加えたことがあるか？,ケルシー,True
name,如实回答，我会按照你的回答来处理他。,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,0,162,如实回答，我会按照你的回答来处理他。,正直に答えなさい。君の答え次第で彼をどうするか決める。,ケルシー,True
character,,,,,,,,,,,,,,,,char_003_kalts_1,avg_npc_057,2,,,,,,,,,,0,163,,,,False
name,你用他的命威胁我？！我和他......和他......根本就没有关系！,,,,,,,,,,,,,,,乌萨斯感染者,,,,,,,,,,,,0,164,你用他的命威胁我？！我和他......和他......根本就没有关系！,"彼の命で私を脅すつもりなの？！私と彼は……彼とは……全く関係ないのに！」},{",ウルサスの感染者,True
character,,,,,,,,,,,,,,,,char_003_kalts_1,avg_npc_057,1,,,,,,,,,,0,165,,,,False
name,落实到他个人，他有跟随整合运动犯下侵害他人的罪行吗？,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,0,166,落实到他个人，他有跟随整合运动犯下侵害他人的罪行吗？,"彼個人として、レユニオンに従って他者を害する罪を犯したことがあるのか？」},{",ケルシー,True
character,,,,,,,,,,,,,,,,avg_npc_059,char_003_kalts_1,1,,,,,,,,,,0,167,,,,False
name,医生......不要侮辱我！,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,,,,,,0,168,医生......不要侮辱我！,"先生……俺を侮辱しないでくれ！」},{",ロドス近衛オペレーター？,True
character,,,,,,,,,,,,,,,,avg_npc_059,char_003_kalts_1,2,,,,,,,,,,0,169,,,,False
name,我能采信的只有目击者与受害者。既然你声称保证了她的生存权，那么能判断你是否犯下罪行的唯一证据，就是这位小姐的证词。,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,0,170,我能采信的只有目击者与受害者。既然你声称保证了她的生存权，那么能判断你是否犯下罪行的唯一证据，就是这位小姐的证词。,私が信じられるのは目撃者と被害者だけだ。君が彼女の生存権を保証したと言うなら、君が罪を犯したかどうか判断できる唯一の証拠は、彼女の証言だけだ。,ケルシー,True
name,你所说的一切都只是一面之词。,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,0,171,你所说的一切都只是一面之词。,君が言うことはすべて一方的な主張に過ぎない。,ケルシー,True
character,,,,,,,,,,,,,,,,avg_npc_059,char_003_kalts_1,1,,,,,,,,,,0,172,,,,False
name,可她说的难道不也——,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,,,,,,0,173,可她说的难道不也——,でも、彼女の言っていることだって——,ロドス近衛オペレーター？,True
character,,,,,,,,,,,,,,,,avg_npc_059,char_003_kalts_1,2,,,,,,,,,,0,174,,,,False
name,她的身份与你不同。,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,0,175,她的身份与你不同。,彼女の立場は君とは違う。,ケルシー,True
name,你有力量。你具备施加暴力的能力，无论这种暴力被你用来做什么。,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,0,176,你有力量。你具备施加暴力的能力，无论这种暴力被你用来做什么。,君には力がある。暴力を振るう能力がある、それが何のために使われようが――。,ケルシー,True
character,,,,,,,,,,,,,,,,avg_npc_042,,,,,,,,,,,,0,177,,,,False
name,我感受到了。,,,,,,,,,,,,,,,迷迭香,,,,,,,,,,,,0,178,我感受到了。,私、感じた。,ローズマリー,True
name,阿米娅，是萨卡兹人。,,,,,,,,,,,,,,,迷迭香,,,,,,,,,,,,0,179,阿米娅，是萨卡兹人。,アーミヤ、サーカズだよ。,ローズマリー,True
name,目标个体已经十分靠近了。,,,,,,,,,,,,,,,迷迭香,,,,,,,,,,,,0,180,目标个体已经十分靠近了。,目標はすでにかなり近くに来ている。,ローズマリー,True
character,,,,,,,,,,,,,,,,char_003_kalts_1,avg_npc_057,2,,,,,,,,,,0,181,,,,False
name,就不能......可他......,,,,,,,,,,,,,,,乌萨斯感染者,,,,,,,,,,,,0,182,就不能......可他......,どうして……でも彼は……,ウルサスの感染者,True
character,,,,,,,,,,,,,,,,char_003_kalts_1,avg_npc_057,1,,,,,,,,,,0,183,,,,False
name,他是否曾经为你们抵挡其他整合运动？他是否切实地使你们免遭充满攻击性的整合运动的侵害？,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,0,184,他是否曾经为你们抵挡其他整合运动？他是否切实地使你们免遭充满攻击性的整合运动的侵害？,彼は君たちを他のレユニオンから守ったことがあるのか？本当に攻撃的なレユニオンの侵害から救ったことがあるのか？,ケルシー,True
character,,,,,,,,,,,,,,,,avg_npc_059,char_003_kalts_1,1,,,,,,,,,,0,185,,,,False
name,医生......！巡逻队已经到了！这个不是......不是游击队的巡逻队！不能，不能让他们......,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,,,,,,0,186,医生......！巡逻队已经到了！这个不是......不是游击队的巡逻队！不能，不能让他们......,先生……！パトロールが来た！これは……ゲリラじゃないパトロールだ！彼らを……彼らをここに入れちゃいけない……,ロドス近衛オペレーター？,True
character,,,,,,,,,,,,,,,,char_003_kalts_1,avg_npc_057,2,,,,,,,,,,0,187,,,,False
name,你们不讲道理！,,,,,,,,,,,,,,,乌萨斯感染者,,,,,,,,,,,,0,188,你们不讲道理！,君たちは理屈が通じない！,ウルサスの感染者,True
character,,,,,,,,,,,,,,,,char_003_kalts_1,avg_npc_057,1,,,,,,,,,,0,189,,,,False
name,我认为我们的行为完全符合乌萨斯伦理道德的要求，是你对他进行了指控。,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,0,190,我认为我们的行为完全符合乌萨斯伦理道德的要求，是你对他进行了指控。,私たちの行動はウルサスの倫理規範に照らして正しいと思う。彼に対して告発したのは君だ。,ケルシー,True
character,,,,,,,,,,,,,,,,char_003_kalts_1,avg_npc_057,2,,,,,,,,,,0,191,,,,False
name,他......他确实每次都这时候出去......,,,,,,,,,,,,,,,乌萨斯感染者,,,,,,,,,,,,0,192,他......他确实每次都这时候出去......,彼は……彼は確かに毎回この時刻になると外に行って……,ウルサスの感染者,True
character,,,,,,,,,,,,,,,,avg_npc_059,char_003_kalts_1,1,,,,,,,,,,0,193,,,,False
name,医生！让我去......拦那些萨卡兹人！如果不这样......我至少可以骗他们！让他们不走这里！,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,,,,,,0,194,医生！让我去......拦那些萨卡兹人！如果不这样......我至少可以骗他们！让他们不走这里！,"先生！俺に行かせて……あのサーカズを止める！そうしないと……せめて騙してここを通らせないようにできる！」},{",ロドス近衛オペレーター？,True
character,,,,,,,,,,,,,,,,char_003_kalts_1,avg_npc_057,1,,,,,,,,,,0,195,,,,False
name,先回答。,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,0,196,先回答。,まず答えて。,ケルシー,True
name,说出来。否则没人知道真相。,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,0,197,说出来。否则没人知道真相。,言葉にして。真実は誰も知らないままになるから。,ケルシー,True
character,,,,,,,,,,,,,,,,avg_npc_042,,,,,,,,,,,,0,198,,,,False
name,直线距离二十四米。很近了。,,,,,,,,,,,,,,,迷迭香,,,,,,,,,,,,0,199,直线距离二十四米。很近了。,直線距離24メートル。かなり近い。,ローズマリー,True
character,,,,,,,,,,,,,,,,char_003_kalts_1,avg_npc_057,2,,,,,,,,,,0,200,,,,False
name,......,,,,,,,,,,,,,,,乌萨斯感染者,,,,,,,,,,,,0,201,......,……,ウルサスの感染者,True
character,,,,,,,,,,,,,,,,avg_npc_042,,,,,,,,,,,,0,202,,,,False
name,二十二米。,,,,,,,,,,,,,,,迷迭香,,,,,,,,,,,,0,203,二十二米。,22メートル。,ローズマリー,True
character,,,,,,,,,,,,,,,,char_003_kalts_1,avg_npc_057,1,,,,,,,,,,0,204,,,,False
name,Mon3tr。,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,0,205,Mon3tr。,"Mon3tr。」},{",ケルシー,True
character,,,,,,,,,,,,,,,,avg_npc_059,char_003_kalts_1,1,,,,,,,,,,0,206,,,,False
name,医生！！,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,,,,,,0,207,医生！！,先生！！,ロドス近衛オペレーター？,True
character,,,,,,,,,,,,,,,,char_003_kalts_1,avg_npc_057,2,,,,,,,,,,0,208,,,,False
name,没有！从来没有！起码他从来没做过坏事！,,,,,,,,,,,,,,,乌萨斯感染者,,,,,,,,,,,,0,209,没有！从来没有！起码他从来没做过坏事！,"ない！一度もない！少なくとも彼が悪いことをしたことはない！」},{",ウルサスの感染者,True
name,反正，反正我没有见过！！,,,,,,,,,,,,,,,乌萨斯感染者,,,,,,,,,,,,0,210,反正，反正我没有见过！！,とにかく、私は見たことがない！！,ウルサスの感染者,True
character,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,,0,211,,,,False
name,阿米娅。博士。,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,0,212,阿米娅。博士。,アーミヤ。ドクター。,ケルシー,True
decision,啊？,,,,,,,,,,,,,,,,,,,,,,,,啊？;......;演得可真像。,1;2;3,,3,213,啊？,"あ？」},{",,True
decision,......,,,,,,,,,,,,,,,,,,,,,,,,啊？;......;演得可真像。,1;2;3,,3,214,......,……,,True
decision,演得可真像。,,,,,,,,,,,,,,,,,,,,,,,,啊？;......;演得可真像。,1;2;3,,3,215,演得可真像。,演技がうまいな。,,True
predicate,,,,,,,,,,,,,,,,,,,,,,,,,,,1;2;3,0,216,,,,False
character,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,,0,217,,,,False
name,有劳。,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,0,218,有劳。,お疲れ様。,ケルシー,True
character,,,,,,,,,,,,,,,,char_002_amiya_1#4,,,,,,,,,,,,0,219,,,,False
name,哎呀......医生！我就知道......！,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,0,220,哎呀......医生！我就知道......！,ああ……ドクター！やっぱり……！,アーミヤ,True
character,,,,,,,,,,,,,,,,char_002_amiya_1#7,,,,,,,,,,,,0,221,,,,False
name,博士，我们走！,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,0,222,博士，我们走！,"ドクター、行きましょう！」},{",アーミヤ,True
name,目标，整合运动的萨卡兹巡逻队！,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,0,223,目标，整合运动的萨卡兹巡逻队！,"目標、レユニオンのサーカズパトロール隊！」},{",アーミヤ,True
character,,,,,,,,,,,,,,,,avg_npc_042,,,,,,,,,,,,0,224,,,,False
name,我也来。,,,,,,,,,,,,,,,迷迭香,,,,,,,,,,,,0,225,我也来。,"私も行く。」},{",ローズマリー,True
name,Guard，对吧？,,,,,,,,,,,,,,,迷迭香,,,,,,,,,,,,0,226,Guard，对吧？,"ガード、でしょ？」},{",ローズマリー,True
name,你误会我了。但我会保护你。我会替你报复它们。,,,,,,,,,,,,,,,迷迭香,,,,,,,,,,,,0,227,你误会我了。但我会保护你。我会替你报复它们。,"君は私を誤解してる。でも私は君を守るよ。君のために、あいつらに報復する。」},{",ローズマリー,True
