command,text_orig,key,is_skippable,fit_mode,a,r,g,b,fadetime,block,image,screenadapt,intro,volume,x,y,xScale,yScale,xScaleFrom,yScaleFrom,xScaleTo,yScaleTo,duration,name,options,values,references,time,name2,focus,xstrength,ystrength,vibrato,randomness,fadeout,option_number,index,text,jp_text,jp_name,text_match
decision,我该不该表现得更兴奋一些？,,,,,,,,,,,,,,,,,,,,,,,,你会和我配合吗？;......;我该不该表现得更兴奋一些？,1;2;3,,,,,,,,,,3,150,,,,False
decision,你会和我配合吗？,,,,,,,,,,,,,,,,,,,,,,,,你会和我配合吗？;......;我该不该表现得更兴奋一些？,1;2;3,,,,,,,,,,3,151,,,,False
decision,......,,,,,,,,,,,,,,,,,,,,,,,,你会和我配合吗？;......;我该不该表现得更兴奋一些？,1;2;3,,,,,,,,,,3,152,,,,False
predicate,,,,,,,,,,,,,,,,,,,,,,,,,,,1;2;3,,,,,,,,,0,153,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,,0,154,,,,False
name,你也可以选择不去。这是你的个人选择，我无权改变。,,,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,0,155,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,char_002_amiya_1#7,,,,,,,,,,,,0,156,,,,False
name,......凯尔希医生。,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,0,157,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,char_002_amiya_1#7,1,,,,,,0,158,,,,False
name,我在听。,,,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,0,159,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,char_002_amiya_1#7,2,,,,,,0,160,,,,False
name,我希望凯尔希医生能抛弃对博士的成见。,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,0,161,,,,False
name,我也希望博士别因为凯尔希医生之前的言语......对她产生成见。暂时放下也可以。,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,0,162,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,char_002_amiya_1,2,,,,,,0,163,,,,False
name,博士失去了记忆。在短短两个星期内，罗德岛没有可靠的方法让博士重拾记忆。,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,0,164,,,,False
name,所以博士现在所拥有的，都是新的理解，新的认知。,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,0,165,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,char_002_amiya_1#4,2,,,,,,0,166,,,,False
name,凯尔希医生，我希望你用现在的眼光去看待现在的博士。,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,0,167,,,,False
name,博士，我也想你别因为凯尔希医生现在说的那些话就怀疑她的目的。,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,0,168,,,,False
name,她是你最值得......,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,0,169,,,,False
name,......依靠的人。不管你是不是相信她，她都是。,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,0,170,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,char_002_amiya_1#4,1,,,,,,0,171,,,,False
name,哼。,,,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,0,172,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,char_002_amiya_1#7,,,,,,,,,,,,0,173,,,,False
name,请两位都答应我。,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,0,174,,,,False
decision,我似乎没得选。,,,,,,,,,,,,,,,,,,,,,,,,我还能怎么样？;......;我似乎没得选。,1;2;3,,,,,,,,,,3,175,,,,False
decision,我还能怎么样？,,,,,,,,,,,,,,,,,,,,,,,,我还能怎么样？;......;我似乎没得选。,1;2;3,,,,,,,,,,3,176,,,,False
decision,......,,,,,,,,,,,,,,,,,,,,,,,,我还能怎么样？;......;我似乎没得选。,1;2;3,,,,,,,,,,3,177,,,,False
predicate,,,,,,,,,,,,,,,,,,,,,,,,,,,1;2;3,,,,,,,,,0,178,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,char_002_amiya_1,1,,,,,,0,179,,,,False
name,博士。,,,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,0,180,,,,False
name,我们没有尽释前嫌这个选项，道德不能使我们这样的人变成更好的人。,,,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,0,181,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,char_002_amiya_1#7,2,,,,,,0,182,,,,False
name,医生。,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,0,183,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,char_002_amiya_1,1,,,,,,0,184,,,,False
name,我没有拒绝你提议的意思，阿米娅。,,,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,0,185,,,,False
name,只是，纯粹善意的宽恕，以及放弃自己愤怒的权力，只是让我们变得无限软弱。,,,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,0,186,,,,False
name,我会一直保留这种权力。,,,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,0,187,,,,False
name,不过现在，我会搁置我的偏见，我们先去解决核心城这件事。,,,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,0,188,,,,False
name,彻底地解决它。,,,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,0,189,,,,False
decision,阿米娅，我站在你这边。,,,,,,,,,,,,,,,,,,,,,,,,阿米娅，我站在你这边。;......;凯尔希，合作愉快。,1;2;3,,,,,,,,,,3,190,,,,False
decision,......,,,,,,,,,,,,,,,,,,,,,,,,阿米娅，我站在你这边。;......;凯尔希，合作愉快。,1;2;3,,,,,,,,,,3,191,,,,False
decision,凯尔希，合作愉快。,,,,,,,,,,,,,,,,,,,,,,,,阿米娅，我站在你这边。;......;凯尔希，合作愉快。,1;2;3,,,,,,,,,,3,192,,,,False
predicate,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,0,193,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,char_002_amiya_1,,,,,,,,,,,,0,194,,,,False
name,嗯......嗯。,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,0,195,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,char_002_amiya_1#6,,,,,,,,,,,,0,196,,,,False
name,不不，没有！我不是觉得不好啦！其实是我......我有点，唔，我还有点反应不过来。,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,0,197,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,char_002_amiya_1#3,,,,,,,,,,,,0,198,,,,False
name,......我相信博士会在最关键的时刻协助我。,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,0,199,,,,False
name,只不过，以前的我想着的，是让博士来指导我，在这些最困难的时候，做到那些我办不到的事......,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,0,200,,,,False
name,我也会变得更勇敢，只要博士在我身边。以前我就是这么想的。,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,0,201,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,,0,202,,,,False
name,阿米娅。,,,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,0,203,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,char_002_amiya_1#6,,,,,,,,,,,,0,204,,,,False
name,啊，唔......医生，我没事。我知道的，我现在已经不会那么依靠别人了。,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,0,205,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,char_002_amiya_1,,,,,,,,,,,,0,206,,,,False
name,但是博士，只是对博士......我原本真的是这么想的。,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,0,207,,,,False
name,现在，博士，我们是肩并着肩了。从和你重逢开始，我就一直想找个机会，告诉博士，告诉博士......,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,0,208,,,,False
name,我长大了。我已经不用博士，凯尔希医生和......唔......遮风挡雨。,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,0,209,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,char_003_kalts_1#2,,,,,,,,,,,,0,210,,,,False
name,......,,,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,0,211,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,char_002_amiya_1#3,,,,,,,,,,,,0,212,,,,False
name,我会用成绩回应博士的信任。一定。,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,0,213,,,,False
name,欸！肩并肩是形容啊，不可以说我矮！我还在长个子！......唔！！我很快就会长得和博士长得一样高了，肯定！,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,0,214,,,,False
name,......我只是很高兴，博士。嗯。只是......很高兴。,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,0,215,,,,False
predicate,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,0,216,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,,0,217,,,,False
name,......,,,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,0,218,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,char_002_amiya_1,,,,,,,,,,,,0,219,,,,False
name,......,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,0,220,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,221,,,,False
name,我感觉这里冷场了。需要我把指挥室的温度调高一些吗？,,,,,,,,,,,,,,,,,,,,,,,PRTS,,,,,,,,,,,,0,222,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,char_002_amiya_1#3,,,,,,,,,,,,0,223,,,,False
name,博士想保留自己的观点，并没有任何问题。,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,0,224,,,,False
name,我也不希望强迫博士把想法说出来......,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,0,225,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,char_002_amiya_1,,,,,,,,,,,,0,226,,,,False
name,我知道的，我们......我们每个人都有自己的空间。,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,0,227,,,,False
name,只是，博士，哪怕只是给我一点点帮助......,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,0,228,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,,0,229,,,,False
name,阿米娅。没必要示弱。,,,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,0,230,,,,False
name,博士有擅长的事，也有不擅长的事。能力需要自行复苏的时间，博士也会在正确的时候做出正确的选择。,,,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,0,231,,,,False
name,这个人不会忘记从苏醒直至现在发生在自己面前的一切。,,,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,0,232,,,,False
name,——如果我真的可以这么期待。,,,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,0,233,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,char_002_amiya_1#6,,,,,,,,,,,,0,234,,,,False
name,凯尔希医生，这么说也太伤人了......！,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,0,235,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,char_002_amiya_1#3,,,,,,,,,,,,0,236,,,,False
name,博士不爱说话，只是博士不愿说多余的话。博士会直接抓住问题的核心，是吧？,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,0,237,,,,False
predicate,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,0,238,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,,0,239,,,,False
name,——,,,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,0,240,,,,False
name,如果你愿意的话。,,,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,0,241,,,,False
name,我没想过你会这么爽快地答应，甚至有理由怀疑你在语句里设下了什么陷阱。,,,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,0,242,,,,False
name,......但又何妨呢？,,,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,0,243,,,,False
name,博士。合作愉快。,,,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,0,244,,,,False
decision,我们有什么计划？,,,,,,,,,,,,,,,,,,,,,,,,我们有什么计划？,1,,,,,,,,,,1,245,,,,False
predicate,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,0,246,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,char_002_amiya_1,,,,,,,,,,,,0,247,,,,False
name,啊，嗯......！,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,0,248,,,,False
name,唔，博士是想问哪方面的计划呢？,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,0,249,,,,False
decision,首先要有进核心城的办法。,,,,,,,,,,,,,,,,,,,,,,,,首先要有进核心城的办法。;怎么去？;要直接走到塔露拉面前说“你好”，对不对。,1;2;3,,,,,,,,,,3,250,,,,False
decision,怎么去？,,,,,,,,,,,,,,,,,,,,,,,,首先要有进核心城的办法。;怎么去？;要直接走到塔露拉面前说“你好”，对不对。,1;2;3,,,,,,,,,,3,251,,,,False
decision,要直接走到塔露拉面前说“你好”，对不对。,,,,,,,,,,,,,,,,,,,,,,,,首先要有进核心城的办法。;怎么去？;要直接走到塔露拉面前说“你好”，对不对。,1;2;3,,,,,,,,,,3,252,,,,False
predicate,,,,,,,,,,,,,,,,,,,,,,,,,,,1;2;3,,,,,,,,,0,253,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,,0,254,,,,False
name,罗德岛确实有属于罗德岛的方法。,,,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,0,255,,,,False
name,请对照报告书。我会解释计划的每个部分。,,,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,0,256,,,,False
name,4小时后，我们将在切尔诺伯格核心城的必经之路附近引发一场小规模的沙暴。,,,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,0,257,,,,False
stopmusic,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,258,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,259,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,260,,,,False
blocker,,,,,1,0,0,0,2,true,,,,,,,,,,,,,,,,,,,,,,,,,,0,261,,,,False
background,,,,,,,,,,,bg_laccolith,coverall,,,,,,,,,,,,,,,,,,,,,,,,0,262,,,,False
blocker,,,,,0,0,0,0,3,true,,,,,,,,,,,,,,,,,,,,,,,,,,0,263,,,,False
playmusic,,$frontline_loop,,,,,,,,,,,$frontline_intro,0.4,,,,,,,,,,,,,,,,,,,,,,0,264,,,,False
,10:00 a.m. 荒野,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,265,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,char_148_nearl_1#3,,,,,,,,,,,,0,266,,,,False
name,1号！,,,,,,,,,,,,,,,,,,,,,,,临光,,,,,,,,,,,,0,267,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,avg_npc_012,,,,,,,,,,,,0,268,,,,False
name,1号抽压机通电完成！,,,,,,,,,,,,,,,,,,,,,,,工程干员,,,,,,,,,,,,0,269,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,char_148_nearl_1#3,,,,,,,,,,,,0,270,,,,False
name,2号！,,,,,,,,,,,,,,,,,,,,,,,临光,,,,,,,,,,,,0,271,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,char_158_milu,,,,,,,,,,,,0,272,,,,False
name,2号弹仓已经准备完毕。,,,,,,,,,,,,,,,,,,,,,,,守林人,,,,,,,,,,,,0,273,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,char_148_nearl_1#3,,,,,,,,,,,,0,274,,,,False
name,3号。,,,,,,,,,,,,,,,,,,,,,,,临光,,,,,,,,,,,,0,275,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,avg_npc_012,,,,,,,,,,,,0,276,,,,False
name,3号风仓，迷彩已经......已经遮盖完毕！,,,,,,,,,,,,,,,,,,,,,,,工程干员,,,,,,,,,,,,0,277,,,,False
name,迷彩会有用吗......,,,,,,,,,,,,,,,,,,,,,,,工程干员,,,,,,,,,,,,0,278,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,avg_npc_012,,,,,char_158_milu,2,,,,,,0,279,,,,False
name,切尔诺伯格核心城的指挥塔视野很广，没伪装手段是不行的。,,,,,,,,,,,,,,,,,,,,,,,守林人,,,,,,,,,,,,0,280,,,,False
name,......把核心城当成军舰设计，甚至都不屑掩饰自己的想法，帝国在赤裸裸地宣扬暴力和征服。,,,,,,,,,,,,,,,,,,,,,,,守林人,,,,,,,,,,,,0,281,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,avg_npc_012,,,,,char_158_milu,1,,,,,,0,282,,,,False
name,呃，原来乌萨斯帝国的设计还有这种倾向？,,,,,,,,,,,,,,,,,,,,,,,工程干员,,,,,,,,,,,,0,283,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,avg_npc_012,,,,,char_158_milu,2,,,,,,0,284,,,,False
name,设计催生想法，想法又反过来影响设计。他们乌萨斯人生活在这种环境，肯定会对外界充满敌意。,,,,,,,,,,,,,,,,,,,,,,,守林人,,,,,,,,,,,,0,285,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,char_148_nearl_1,,,,,char_158_milu,1,,,,,,0,286,,,,False
name,......这么说对普通的乌萨斯居民是不公平的。,,,,,,,,,,,,,,,,,,,,,,,临光,,,,,,,,,,,,0,287,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,avg_npc_012,,,,,,,,,,,,0,288,,,,False
name,唔......呃......我，我去拿下备用线......,,,,,,,,,,,,,,,,,,,,,,,工程干员,,,,,,,,,,,,0,289,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,char_158_milu,,,,,,,,,,,,0,290,,,,False
name,可是，乌萨斯在我的故乡犯下了多少罪？多到他们连自己的手都洗不干净。,,,,,,,,,,,,,,,,,,,,,,,守林人,,,,,,,,,,,,0,291,,,,False
name,现在他们又想借感染者的手挑起新的战争，更残忍地加害感染者，难道这还不能说明乌萨斯的暴虐吗？,,,,,,,,,,,,,,,,,,,,,,,守林人,,,,,,,,,,,,0,292,,,,False
name,他们把田地烧光，拿碳灰把蓄水池填满，整个村子都在燃烧，被烤焦的尸体到处都是......土地被毁了，剩下的只有废墟。,,,,,,,,,,,,,,,,,,,,,,,守林人,,,,,,,,,,,,0,293,,,,False
name,这就是我知道的乌萨斯人。如果不是乌萨斯居民支持了战争，这些事就不会发生。,,,,,,,,,,,,,,,,,,,,,,,守林人,,,,,,,,,,,,0,294,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,char_158_milu,,,,,char_148_nearl_1,2,,,,,,0,295,,,,False
name,我的一己之见——那并非是乌萨斯人的集体意愿，相反，只是种邪恶想法的展现。我们不伤害乌萨斯人。我们只是对抗邪恶。,,,,,,,,,,,,,,,,,,,,,,,临光,,,,,,,,,,,,0,296,,,,False
name,守林人，即使这一次我们并没站在卡西米尔的土地上，但你所说的，我们不会让它在我们面前重演。,,,,,,,,,,,,,,,,,,,,,,,临光,,,,,,,,,,,,0,297,,,,False
name,这与敌人是不是乌萨斯并无关系。整合运动也许把自己看作是乌萨斯人，也许不，但我们不是去伤害他人。我们是要阻止他们去伤害他人。,,,,,,,,,,,,,,,,,,,,,,,临光,,,,,,,,,,,,0,298,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,char_158_milu,,,,,char_148_nearl_1,1,,,,,,0,299,,,,False
name,......骑士从没帮过我们游击队。,,,,,,,,,,,,,,,,,,,,,,,守林人,,,,,,,,,,,,0,300,,,,False
name,我的队长和副队长等了那么多年，但等到最后，援军也没有来。只有我们自己战斗到最后一刻，战斗到被乌萨斯吞噬，只有几个人活着。,,,,,,,,,,,,,,,,,,,,,,,守林人,,,,,,,,,,,,0,301,,,,False
name,我能相信谁？相信乌萨斯人其实心地善良吗？,,,,,,,,,,,,,,,,,,,,,,,守林人,,,,,,,,,,,,0,302,,,,False
name,我没有怪罪你们骑士，尤其是......怪罪你的意思，临光。我只是想起了和乌萨斯战斗的时光。,,,,,,,,,,,,,,,,,,,,,,,守林人,,,,,,,,,,,,0,303,,,,False
name,我不相信乌萨斯，也不相信卡西米尔。,,,,,,,,,,,,,,,,,,,,,,,守林人,,,,,,,,,,,,0,304,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,char_158_milu,,,,,char_148_nearl_1,2,,,,,,0,305,,,,False
name,——,,,,,,,,,,,,,,,,,,,,,,,临光,,,,,,,,,,,,0,306,,,,False
name,这是卡西米尔骑士的错误。骑士们没可能弥补错误，也不能真正守护好卡西米尔。,,,,,,,,,,,,,,,,,,,,,,,临光,,,,,,,,,,,,0,307,,,,False
name,但今天的我们可以并肩作战，守林人。,,,,,,,,,,,,,,,,,,,,,,,临光,,,,,,,,,,,,0,308,,,,False
name,过去的我没有帮助你的机会，这一次，我们战斗。我们战斗，不为了我们的祖国，只为阻止乌萨斯的暴行。,,,,,,,,,,,,,,,,,,,,,,,临光,,,,,,,,,,,,0,309,,,,False
name,即使我们这次只做支援工作，但我也做好了准备。为信仰而战，为你而死。,,,,,,,,,,,,,,,,,,,,,,,临光,,,,,,,,,,,,0,310,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,char_158_milu,,,,,char_148_nearl_1,1,,,,,,0,311,,,,False
name,为别人而死......,,,,,,,,,,,,,,,,,,,,,,,守林人,,,,,,,,,,,,0,312,,,,False
name,骑士不都像你这样。,,,,,,,,,,,,,,,,,,,,,,,守林人,,,,,,,,,,,,0,313,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,char_158_milu,,,,,char_148_nearl_1,2,,,,,,0,314,,,,False
name,但我相信骑士就应该如此。为他人而死是有意义的。,,,,,,,,,,,,,,,,,,,,,,,临光,,,,,,,,,,,,0,315,,,,False
name,守林人小姐，请允许我用这一次战斗向你表达歉意。,,,,,,,,,,,,,,,,,,,,,,,临光,,,,,,,,,,,,0,316,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,char_158_milu,,,,,char_148_nearl_1,1,,,,,,0,317,,,,False
name,......干员临光。,,,,,,,,,,,,,,,,,,,,,,,守林人,,,,,,,,,,,,0,318,,,,False
name,有什么需要我去做的？,,,,,,,,,,,,,,,,,,,,,,,守林人,,,,,,,,,,,,0,319,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,char_158_milu,,,,,char_148_nearl_1,2,,,,,,0,320,,,,False
name,让我们在仪器开始全速运转前，守住这片区域。,,,,,,,,,,,,,,,,,,,,,,,临光,,,,,,,,,,,,0,321,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,322,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,323,,,,False
blocker,,,,,1,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,0,324,,,,False
background,,,,,,,,,,,bg_laccolith,coverall,,,,,,,,,,,,,,,,,,,,,,,,0,325,,,,False
blocker,,,,,0,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,0,326,,,,False
,4小时前,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,327,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,328,,,,False
decision,这就是我们的伪装？,,,,,,,,,,,,,,,,,,,,,,,,这就是我们的伪装？;......;所以我们已经选好了一种隐蔽方式。,1;2;3,,,,,,,,,,3,329,,,,False
decision,......,,,,,,,,,,,,,,,,,,,,,,,,这就是我们的伪装？;......;所以我们已经选好了一种隐蔽方式。,1;2;3,,,,,,,,,,3,330,,,,False
decision,所以我们已经选好了一种隐蔽方式。,,,,,,,,,,,,,,,,,,,,,,,,这就是我们的伪装？;......;所以我们已经选好了一种隐蔽方式。,1;2;3,,,,,,,,,,3,331,,,,False
predicate,,,,,,,,,,,,,,,,,,,,,,,,,,,1;2;3,,,,,,,,,0,332,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,,0,333,,,,False
name,历经了多次重大武装冲突事件，隐秘登城几乎是干员的必修课了。,,,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,0,334,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,char_002_amiya_1,,,,,,,,,,,,0,335,,,,False
name,虽然每次的情况都不同，但利用地形地势伪装自己，却一直是必须的。,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,0,336,,,,False
name,有时候是在皑皑雪地，有时候在草原，还有时候在沼泽......我们用的方法都不一样。,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,0,337,,,,False
name,现在龙门城所在的位置被沙漠和荒地包围，通过沙尘去掩盖踪迹，是最方便高效的办法。,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,0,338,,,,False
decision,还不够。,,,,,,,,,,,,,,,,,,,,,,,,我不觉得这能行。;还不够。;完全依靠这个战术是不明智的吧？,1;2;3,,,,,,,,,,3,339,,,,False
decision,我不觉得这能行。,,,,,,,,,,,,,,,,,,,,,,,,我不觉得这能行。;还不够。;完全依靠这个战术是不明智的吧？,1;2;3,,,,,,,,,,3,340,,,,False
decision,完全依靠这个战术是不明智的吧？,,,,,,,,,,,,,,,,,,,,,,,,我不觉得这能行。;还不够。;完全依靠这个战术是不明智的吧？,1;2;3,,,,,,,,,,3,341,,,,False
predicate,,,,,,,,,,,,,,,,,,,,,,,,,,,1;2;3,,,,,,,,,0,342,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,,0,343,,,,False
name,这只是一种隐蔽我们踪迹的方式。罗德岛不会实施任何单线单向的行动。一次成功的潜入，需要种种已经完备的条件去支持。,,,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,0,344,,,,False
name,阿撒兹勒诊所带给我们的资料，验证了我手上切尔诺伯格工程图纸的真实性，我们对核心城下层结构已经有了相当的把握。,,,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,0,345,,,,False
name,届时，我们将从核心城的排水与基础工业部分进入核心城。但与此同时，我们还需要诱饵。,,,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,0,346,,,,False
name,没有诱饵，猎物不会上钩。,,,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,0,347,,,,False
